fecha,pozo,campo,petroleo_bbl,gas_mscf,agua_bbl,presion_cabezal_psi,presion_linea_psi,temperatura_c,choke_percent,horas_operativas,liquido_total,corte_agua,gas_petroleo_ratio,produccion_equivalente,gas_agua_ratio,indice_productividad,eficiencia_termica,indice_trabajo,prod_por_choke
2022-01-01,POZO-A,CAMPO-A,1259.605698361348,1491.465814439326,203.91690510195363,1791.9283419891417,793.0772008008113,82.20970324784705,42.00937824058126,23.53462908612244,1463.5226034633015,0.1393329386368216,1.184073568720442,1508.1833341012357,7.314086165115288,0.7029330743009035,18.345563534688136,0.01608081011555937,29.98391671373424
2022-01-02,POZO-A,CAMPO-A,1181.7300318006685,1429.2806622513226,180.6548405571126,1807.663519031609,738.7850881855317,74.59964468125328,52.31086333040972,20.36425226098312,1362.3848723577808,0.1326019131763158,1.2094815429827468,1419.943475509222,7.911665460187139,0.6537334074395317,19.034185505524942,0.014947503215989314,22.590528172638606
2022-01-03,POZO-A,CAMPO-A,1274.3684675628142,1529.8717811144668,208.6098944109172,1599.7799315467892,789.5488371356987,87.1579267335996,60.12154811643426,23.003375506597163,1482.9783619737314,0.140669547014343,1.2004940643582416,1529.3470977485586,7.3336491801340165,0.7965898574128616,17.546850356170662,0.01551160562854162,21.196534478699906
2022-01-04,POZO-A,CAMPO-A,1377.735864634993,1658.1668424894333,166.61595775150903,1891.032767470248,757.473977289535,79.66191834024845,43.18412997703595,23.327821172843084,1544.351822386502,0.1078873060764326,1.2035448049606632,1654.0970050498986,9.95202899450017,0.7285626607507578,20.763961495190124,0.015105250523028085,31.903754119108857
2022-01-05,POZO-A,CAMPO-A,1165.2026563223644,1359.5926983940635,221.4737807497676,1833.8488475897996,770.9738275097639,80.3006553951312,50.94853083805198,23.92427013953783,1386.676437072132,0.1597155434597227,1.1668293845855424,1391.8014393880417,6.138842682828451,0.6353864212166521,17.3323795744814,0.017252957863805783,22.870191488467974
2022-01-06,POZO-A,CAMPO-A,1163.535743152876,1397.4684004963983,210.56590372108832,1898.8010109859647,829.4289202210305,83.79896651249513,46.69008911101695,21.986104047707464,1374.1016468739642,0.1532389573945412,1.201053262626575,1396.447143235609,6.636726914474525,0.6127739222914689,16.664252571985923,0.016000347643658767,24.92040099530093
2022-01-07,POZO-A,CAMPO-A,1379.4711665509758,1680.2653144234434,206.45808300680048,1509.174462180631,883.4952252175704,81.4753857486598,52.12943603096518,23.08568716140336,1585.9292495577763,0.1301811433671266,1.2180503334654893,1659.5153856215495,8.138530058753368,0.914056791391603,20.368303511209177,0.014556568124234179,26.462422607671453
2022-01-08,POZO-A,CAMPO-A,1280.3935776332394,1609.0294735496393,221.21509070109667,2007.4374704780728,819.733576491149,85.12630730426429,50.09573888707876,22.07457537394041,1501.608668334336,0.1473187358104959,1.2566678727988243,1548.5651565581793,7.273597241716849,0.6378248869332466,18.191381790157905,0.01470061797021104,25.558931878804817
2022-01-09,POZO-A,CAMPO-A,1130.3025927493447,1404.326652603474,235.09479134322103,1784.4410371844826,740.2058468982408,81.84745714234892,46.792565454778455,23.25538375567432,1365.3973840925655,0.172180490516659,1.242434248679899,1364.3570348499238,5.973448601646222,0.6334210933260943,16.669510360927124,0.01703195276818968,24.15560210823872
2022-01-10,POZO-A,CAMPO-A,1250.087157445266,1607.7637118098971,222.2969841926936,1909.018281673752,822.230133411007,77.40073958879066,52.43936142435537,22.10465367763697,1472.3841416379596,0.1509775729758936,1.286121293410929,1518.047776080249,7.232503480192246,0.6548324704094708,19.61283295411942,0.015012830587163593,23.838718159231156
2022-01-11,POZO-A,CAMPO-A,1127.712583207097,1314.8877217041138,165.41662798740384,1694.009407287447,859.8315743322826,82.32139705857493,59.021740548933714,22.59189916083978,1293.1292111945008,0.1279196437257833,1.165977697938521,1346.8605368244494,7.948945264464223,0.6657062105769886,16.36100193812436,0.01747072060955996,19.106732073957282
2022-01-12,POZO-A,CAMPO-A,1125.7802077760489,1394.5522811672924,176.8673525614464,1859.077390506257,769.5108547840309,74.84604909292642,49.04548104136351,22.00418460520977,1302.6475603374952,0.1357752917570604,1.23874293715129,1358.2055879705977,7.884735430089076,0.6055585493778076,18.146657097214227,0.016891894074179847,22.9538009185107
2022-01-13,POZO-A,CAMPO-A,1209.0506371410893,1460.0278648562246,190.18754946217004,1692.2584436826344,793.2991416663541,81.15811202848847,53.59878971074091,23.651136241823657,1399.2381866032592,0.1359222120172853,1.207582064807967,1452.388614617127,7.676779415818893,0.7144598046797126,17.895791046830947,0.016902866479965296,22.557424219204
2022-01-14,POZO-A,CAMPO-A,948.7712327948008,1248.0156260146443,203.43102125571275,1735.0231039304197,800.7344097364598,80.4996145857902,43.53363521064418,23.858451116656667,1152.2022540505134,0.1765584302066416,1.3154020514917573,1156.7738371305747,6.134834394042042,0.5468349272384385,14.36993013050734,0.020706825587941173,21.793981325107023
2022-01-15,POZO-A,CAMPO-A,969.7267278722434,1123.2571591789344,213.48791028977888,1988.6031353866783,760.755084345888,79.67543401165514,45.21781811590996,22.765379430042582,1183.2146381620223,0.1804304167681748,1.1583233986378458,1156.9362544020655,5.261455590877609,0.48764215977346465,14.520614399575479,0.019240278725257985,21.445677130782293
2022-01-16,POZO-A,CAMPO-A,1107.5966746765955,1287.1299175028755,188.8456339180227,1777.9317599236654,832.4140216921929,80.12337232815392,52.362031389401885,23.038237994960028,1296.4423085946182,0.145664510226249,1.162092616320559,1322.1183275937417,6.815778002374228,0.622969171057583,16.501031960797448,0.017770353406573222,21.152668169798584
2022-01-17,POZO-A,CAMPO-A,1051.8880557253694,1232.2960345982422,207.32187672174132,1818.5432873179725,793.9525925696109,71.40662924511412,57.42058014267983,21.551408585366456,1259.2099324471108,0.1646444102603592,1.1715087246127778,1257.2707281584098,5.943878446808476,0.5784234354282086,17.607198959674133,0.01711502429422876,18.31900780367625
2022-01-18,POZO-A,CAMPO-A,1209.4963804063611,1345.200870272143,188.70516526557967,1883.6067730688756,820.9766221953514,78.12182275993702,51.7780667439283,22.70032335199321,1398.201545671941,0.1349627783274211,1.112199169889362,1433.6965254517183,7.128585316564789,0.6421172389584177,18.352061879781903,0.016235372806059942,23.359241788381205
2022-01-19,POZO-A,CAMPO-A,1061.1850168969097,1247.1342691922532,191.8090018418288,1845.9681887972608,755.625391109895,81.37898817967444,48.43470984738423,22.949795382958253,1252.9940187387383,0.1530805406676269,1.1752279285275735,1269.0407284289518,6.501959017651715,0.5748663619107781,15.594206278739563,0.01831596563091297,21.909597894581385
2022-01-20,POZO-A,CAMPO-A,999.0349591889992,1160.885317949114,176.13292174184687,1811.2418905143577,778.1270849838295,81.76309094506409,49.99645702711677,24.0,1175.167880930846,0.1498789446171151,1.1620067018390452,1192.5158455138514,6.590961567370076,0.5515745657280997,14.585014237231961,0.020422613985152226,19.98211510561936
2022-01-21,POZO-A,CAMPO-A,1342.7550417294954,1618.8257393992046,186.02851660171643,1832.4961002466223,836.1190678913886,75.87419299415255,43.74796133015141,21.88803297422584,1528.7835583312117,0.121684011832768,1.2056001944436006,1612.5593316293628,8.702030038034868,0.7327464661718973,21.253067320974854,0.014317287005701685,30.69297404731998
2022-01-22,POZO-A,CAMPO-A,1138.152105029221,1382.8703248239233,177.6867796048794,2036.1415585238276,781.3583423954117,87.38956757085262,53.02257663177684,24.0,1315.8388846341004,0.1350368815512617,1.2150136336903927,1368.630492499875,7.782629230486367,0.5589749397651725,15.661257179127633,0.018239315071368906,21.4654243028076
2022-01-23,POZO-A,CAMPO-A,1171.7189996014768,1499.8713414825663,185.4305494795593,1789.8381202966414,886.3481925616702,76.77829938759952,54.41166531161704,23.996858773465807,1357.1495490810362,0.1366323627378571,1.2800606135026404,1421.697556515238,8.088588130123094,0.6546508236215688,18.51691907550712,0.017681808751080344,21.534334464696332
2022-01-24,POZO-A,CAMPO-A,991.0184657753284,1236.7433508396969,226.2486462025828,1815.5099046714968,780.0181907192699,86.0042762213645,47.7395483358346,23.28063640449013,1217.267111977911,0.1858660633942177,1.247951873300488,1197.142357581945,5.466301662341521,0.5458623294895469,13.919567842192482,0.019125330977407193,20.758857180712855
2022-01-25,POZO-A,CAMPO-A,1095.0372302031728,1285.199493460687,186.41588141563128,1900.2654396007613,811.2342362875943,83.34043577697635,47.64978926120249,24.0,1281.453111618804,0.1454722609242723,1.1736582629452987,1309.237145779954,6.89425967198158,0.5762548785990846,15.70950683871567,0.018728738322451643,22.980945921932467
2022-01-26,POZO-A,CAMPO-A,1172.0510496968584,1361.540526068812,258.27980288280247,1905.5525932957985,846.6295415936545,78.02044425861793,51.32939114826024,23.37210547260686,1430.3308525796608,0.1805734683111842,1.1616733984590208,1398.974470708327,5.271571802641599,0.6150714778591898,17.93087035073887,0.01634034910905704,22.83391685499437
2022-01-27,POZO-A,CAMPO-A,1019.0005610081524,1247.3966317851082,215.7270757511265,1913.5030305560376,729.0817133533484,90.17488124069884,47.81640131979702,23.38915919566793,1234.727636759279,0.1747163255512231,1.2241373356566077,1226.899999639004,5.7822905513453815,0.5325314591804148,13.605784479650241,0.01894276802376932,21.310691162077564
2022-01-28,POZO-A,CAMPO-A,1200.5852702750296,1374.6906639790034,209.7862503905721,1858.4730222029184,711.9595594009612,75.37650386643882,49.66933692687089,22.946879346982456,1410.3715206656018,0.1487453818491506,1.1450170995885114,1429.7003809381968,6.552815837165955,0.6460062943781291,18.96745414819865,0.016270095510828985,24.17155824010041
2022-01-29,POZO-A,CAMPO-A,1081.80884629591,1389.7435538478096,189.15143681428384,1680.0995087269516,723.7171842714953,85.98642168075857,60.49860894583258,24.0,1270.9602831101938,0.1488256079500827,1.284647984351636,1313.4327719372116,7.347253487756021,0.6438956982468379,15.274885804802855,0.018883359550204898,17.881549099162054
2022-01-30,POZO-A,CAMPO-A,1117.2684801962512,1399.6941822715658,220.5541091080585,1957.5431532301095,863.1292051713591,86.43911311056226,48.76487149627002,24.0,1337.8225893043098,0.1648605060725954,1.25278230531099,1350.5508439081789,6.346262093832939,0.5707503706126044,15.624302417132863,0.017939598413030538,22.91133854995824
2022-01-31,POZO-A,CAMPO-A,1078.4554347010455,1270.6877390360194,195.2647289808147,1679.3654606981313,772.4070927053776,78.1282256050967,48.20829923989389,22.374322712503787,1273.7201636818602,0.1533026912413599,1.1782477960141782,1290.236724540382,6.507512880940561,0.642180311516422,16.51434823391424,0.01756612115476588,22.370742210473786
2022-02-01,POZO-A,CAMPO-A,1371.324362062236,1559.9325080201395,209.4475109511881,1824.0635465239036,927.9099642834126,88.48833933187795,46.76229097182421,21.680752805401237,1580.7718730134245,0.1324969874064867,1.1375372239972965,1631.313113398926,7.447844574212596,0.7517963750087286,18.435345557572745,0.013715295151394129,29.325431529616534
